sentence,emotion,cleaned_text
Just saw my old friend at the grocery store randomly.,surprise,just saw my old friend at the grocery store randomly.
I'm getting a little fed up with these delays too,anger,i'm getting a little fed up with these delays too
My day is always better when you're around somehow.,love,my day is always better when you're around somehow.
"Everything feels so incredibly right today, totally elated.",happiness,"everything feels so incredibly right today, totally elated."
You always know how to make me smile.,love,you always know how to make me smile.
"Just found out I got the job, can't believe it!",surprise,"just found out i got the job, can't believe it!"
"Today was just one of those annoying days, you know?",anger,"today was just one of those annoying days, you know?"
I'm getting a little scared of the dark again.,fear,i'm getting a little scared of the dark again.
I'm low-key freaking out about our team's chances tomorrow,fear,i'm lowkey freaking out about our team's chances tomorrow
Everything is going right for me this week somehow.,happiness,everything is going right for me this week somehow.
My love for you grows more each day slowly.,love,my love for you grows more each day slowly.
"I had higher hopes for today, but it's okay",sadness,"i had higher hopes for today, but it's okay"
I really enjoy our quiet nights together too.,love,i really enjoy our quiet nights together too.
My anxiety is really kicking in right now.,fear,my anxiety is really kicking in right now.
I feel like nobody understands what I'm going through.,anger,i feel like nobody understands what i'm going through.
I'm getting a bit worried about the storm outside.,fear,i'm getting a bit worried about the storm outside.
I'm fed up with all these emails and messages.,anger,i'm fed up with all these emails and messages.
"- ""My heart hurts thinking about what happened.""",sadness,my heart hurts thinking about what happened.
Everything about this new job feels kinda amazing today.,happiness,everything about this new job feels kinda amazing today.
". Love being around this person, it's great energy.",love,". love being around this person, it's great energy."
I feel a bit frustrated with this slow computer update.,anger,i feel a bit frustrated with this slow computer update.
I'm a bit nervous about my interview today.,fear,i'm a bit nervous about my interview today.
This assignment is making me so angry right now honestly.,anger,this assignment is making me so angry right now honestly.
This wedding day was kinda more perfect than expected.,happiness,this wedding day was kinda more perfect than expected.
You make every day better just by existing.,love,you make every day better just by existing.
My internet connection is making me so angry.,anger,my internet connection is making me so angry.
This homework is driving me kinda crazy honestly.,anger,this homework is driving me kinda crazy honestly.
Crazy thing happened on my commute this morning,surprise,crazy thing happened on my commute this morning
I'm feeling kinda nervous about the thunderstorm outside.,fear,i'm feeling kinda nervous about the thunderstorm outside.
I'm still trying to process this amazing news somehow.,surprise,i'm still trying to process this amazing news somehow.
Every moment with you is pure bliss.,love,every moment with you is pure bliss.
Today turned out to be a great day after all.,surprise,today turned out to be a great day after all.
.I care about your feelings more than anything,love,.i care about your feelings more than anything
"I'm speechless right now, this is insane!",surprise,"i'm speechless right now, this is insane!"
My heart is a bit heavy today for some reason.,sadness,my heart is a bit heavy today for some reason.
10 My world has been turned upside down,surprise,10 my world has been turned upside down
Why does small talk make me rather joyful sometimes?,happiness,why does small talk make me rather joyful sometimes?
Today is definitely not going as planned for me.,sadness,today is definitely not going as planned for me.
I'm not really looking forward to tomorrow morning already.,sadness,i'm not really looking forward to tomorrow morning already.
I think I might be falling for you hard.,love,i think i might be falling for you hard.
